id,ACC,F1,SE,SP,IoU,AUC
S1083R07,0.9948883928571428,0.9634652201659222,1.0,0.9945189741625878,0.9295059258119132,
S1084L01,0.9930133928571429,0.9458383803426198,1.0,0.9925594884351154,0.897242284963887,
S1084L02,0.996875,0.9767248545303409,0.9954252795662487,0.9969772276517957,0.9545085296506904,
S1084L03,0.9945200892857143,0.9684791680041086,0.9930226434965771,0.9946587971318472,0.9388847398556136,
S1084L04,0.9952008928571429,0.9665109034267912,1.0,0.9948438155764734,0.9351921627731725,
S1084L05,0.9953683035714286,0.9759796260924929,0.9995257854179016,0.9949362409905748,0.9530861406285327,
S1084L06,0.99453125,0.9709405764440754,0.9862650602409638,0.9953751537515375,0.9435223605348086,
S1084L07,0.9944419642857143,0.9701331414177762,0.9858605558264262,0.9953068946876996,0.9419986023759609,
S1084R01,0.9971875,0.9722589167767504,0.9977406235878897,0.9971587573672717,0.9460154241645244,
S1084R02,0.9733147321428571,0.6785858314289555,0.5256143273635985,0.9986674214014482,0.51353001017294,
S1084R03,0.9946986607142857,0.9488972565895643,0.9510459348716843,0.997081082353495,0.9027635619242579,
S1084R04,0.9943191964285715,0.9544844853795941,0.9968248038849459,0.9941599601168007,0.9129319192610332,
S1084R05,0.9951785714285715,0.960352422907489,0.9871698113207548,0.995682087781732,0.923728813559322,
S1084R06,0.995078125,0.9571470216694199,0.9905470635559132,0.9953443304816373,0.9178158777487887,
S1084R07,0.9924107142857143,0.930992490359245,1.0,0.9920012233423123,0.8708942471995443,
S1085L01,0.9933370535714285,0.9604871268780197,0.9960192175703501,0.9930996780659661,0.9239780975423405,
S1085L02,0.9953794642857143,0.9709351305812974,0.9867294520547946,0.9961134250290585,0.9435120753172329,
S1085L03,0.9936272321428572,0.9562753656482119,1.0,0.9931498632371994,0.9162142333088775,
S1085L04,0.9913504464285714,0.9366260528252515,1.0,0.9907598392808175,0.8808059058751153,
S1085L05,0.9940401785714286,0.9611410275069131,1.0,0.9935659549857825,0.9251891286074531,
S1085L06,0.9931584821428572,0.9627106271671027,0.9997473152242577,0.9925200465201689,0.9281022753929158,
S1085L07,0.99265625,0.9538245614035088,0.998090762226465,0.9922092981121137,0.9117252481888919,
S1085R01,0.940390625,0.5889957676029242,0.42198698864262874,0.9987706597459364,0.4174301919720768,
S1085R02,0.9939285714285714,0.9679472071647419,0.9762300927026385,0.995762816249107,0.9378853619547842,
S1085R03,0.9914955357142857,0.9535252500609905,0.9733532561324866,0.9932817614534933,0.9111784590278588,
S1085R04,0.9926116071428571,0.9635542831975336,0.9990866537275944,0.9919100456451553,0.9296717305853607,
S1085R05,0.9948772321428572,0.9728032233216803,0.9967217095677513,0.9946905265227864,0.9470466082141209,
S1085R06,0.9928013392857142,0.9618230245634803,0.9995079345552959,0.9921321697291061,0.9264538198403649,
S1085R07,0.9890290178571428,0.9414915778822689,0.9328851144137769,0.9948965755282168,0.889451192082771,
S1086L01,0.9941517857142858,0.9579116465863454,0.990531561461794,0.9944125388849007,0.9192230615076307,
S1086L02,0.9920535714285714,0.9498167465463773,0.9692174913693901,0.9939744458426096,0.9044295302013423,
S1086L03,0.9949776785714286,0.9682248270018359,0.9837853350552447,0.9959216274763708,0.9384067889405968,
S1086L04,0.9864732142857143,0.9134285714285715,1.0,0.9854337427589357,0.8406521167499342,
S1086L05,0.9927790178571428,0.9573865507475466,0.9980774512496566,0.9923103088024491,0.9182564750473784,
S1086L06,0.989921875,0.9331556739951143,1.0,0.9891592734432213,0.8746877601998335,
S1086R01,0.9955022321428572,0.972808852304163,0.9847015435049856,0.9964632530779421,0.9470572779821335,
S1086R02,0.9921540178571429,0.9519447672431471,1.0,0.9914929147960356,0.9082963735977041,
S1086R03,0.993671875,0.9678953626634959,0.9773584905660377,0.9954362748129367,0.9377880184331797,
S1086R04,0.9908147321428571,0.9568318908995541,1.0,0.9897737297928653,0.9172365245374094,
S1086R05,0.9929575892857143,0.9565217391304348,1.0,0.9923662275130355,0.9166666666666666,
S1086R06,0.9948883928571428,0.969584274139992,0.9782900026802466,0.9963963086512941,0.9409641660221707,
S1086R07,0.99125,0.9493867010974822,0.9993204675183474,0.9905279540867197,0.9036499938552291,
S1087L01,0.9937053571428571,0.9588681446907817,1.0,0.9932069472213524,0.9209862706640516,
S1087L02,0.9944419642857143,0.9637132031477703,0.9927938747935745,0.9945743257092562,0.929967655744621,
S1087L03,0.9937723214285714,0.9586789099526066,0.9990739311622164,0.9933590789331216,0.9206371782107808,
S1087L04,0.9934933035714286,0.9543782768604742,0.9990170380078637,0.9930894893168535,0.9127376141296213,
S1087L05,0.9950223214285714,0.9640728210085387,1.0,0.9946660926138539,0.9306376360808709,
S1087L06,0.9952566964285714,0.9682670051519451,1.0,0.9948866644208094,0.9384860327109568,
S1087L07,0.9909486607142857,0.9323320817688777,1.0,0.9903467320533726,0.8732416380118787,
S1087R01,0.9920758928571428,0.9508105861161147,1.0,0.9914186951582102,0.9062334918119387,
S1087R02,0.99609375,0.9768181216055106,0.9987809833401057,0.9958524392765487,0.9546866908337649,
S1087R03,0.9963839285714285,0.9763469119579501,0.9909602845287493,0.9968256650412785,0.9537869062901155,
S1087R04,0.9923214285714286,0.9567241162410366,1.0,0.991609244466126,0.9170384661762933,
S1087R05,0.9924553571428572,0.9542129504199404,1.0,0.9918116187799797,0.9124352331606218,
S1087R06,0.9941517857142858,0.9658631921824105,0.9997302764666217,0.99364847599927,0.9339800932342195,
S1088L01,0.9954241071428571,0.9687880633373934,1.0,0.9950743058976177,0.9394655248781928,
S1088L02,0.9929129464285714,0.9497586834401456,1.0,0.9924041245005861,0.9043242428808197,
S1088L03,0.993125,0.9526663593053635,1.0,0.9926139974340835,0.909611151870873,
S1088L04,0.9939285714285714,0.9553219448094612,0.9938482570061518,0.9939341835028896,0.9144654088050315,
S1088L05,0.9947879464285714,0.9625771295776905,0.9988358556461001,0.9944967518872552,0.9278541634481693,
S1088L06,0.9925,0.9395465994962217,1.0,0.9920358387257342,0.8859857482185273,
S1088L07,0.9964508928571428,0.9697833523375142,0.9996082272282076,0.996260133735724,0.9413392363032651,
S1088R01,0.9966517857142857,0.9768910799568633,0.9934200219332602,0.9968996719420311,0.9548260804095768,
S1088R02,0.9932366071428571,0.9560996812518111,0.998940357250984,0.9927826107911415,0.9158917418459404,
